id,estado_final,pasos_totales,historial
PED-552,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-553,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-554,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-555,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-556,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-557,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-558,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-559,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-560,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-561,Devuelto,1,Pedido Recibido -> Devuelto
PED-562,Devuelto,1,Pedido Recibido -> Devuelto
PED-563,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-564,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-565,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-566,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-567,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-568,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-569,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-570,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-571,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-572,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-573,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-574,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-575,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-576,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-577,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-578,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-579,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-580,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-581,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-582,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-583,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-584,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-585,Devuelto,1,Pedido Recibido -> Devuelto
PED-586,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-587,Devuelto,1,Pedido Recibido -> Devuelto
PED-588,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-589,Entregado,7,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-590,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-591,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-592,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-593,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-594,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-595,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-596,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-597,Devuelto,6,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-598,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-599,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-600,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-601,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-602,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-603,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-604,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-605,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-606,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-607,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-608,Devuelto,1,Pedido Recibido -> Devuelto
PED-609,Devuelto,7,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entrega Fallida -> Devuelto
PED-610,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-611,Devuelto,1,Pedido Recibido -> Devuelto
PED-612,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-613,Devuelto,1,Pedido Recibido -> Devuelto
PED-614,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-615,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-616,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-617,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-618,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-619,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-620,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-621,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-622,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-623,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-624,Devuelto,1,Pedido Recibido -> Devuelto
PED-625,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-626,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-627,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-628,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-629,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-630,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-631,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-632,Devuelto,1,Pedido Recibido -> Devuelto
PED-633,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-634,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-635,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-636,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-637,Entregado,7,Pedido Recibido -> En Preparación -> En Preparación -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-638,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-639,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-640,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-641,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-642,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-643,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-644,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-645,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-646,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-647,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-648,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-649,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-650,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-651,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-652,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-653,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-654,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-655,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-656,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-657,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-658,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-659,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-660,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-661,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-662,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-663,Devuelto,7,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-664,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-665,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-666,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-667,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-668,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-669,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-670,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-671,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-672,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-673,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-674,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-675,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-676,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-677,Devuelto,1,Pedido Recibido -> Devuelto
PED-678,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-679,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-680,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-681,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-682,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-683,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-684,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-685,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-686,Devuelto,6,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-687,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-688,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-689,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-690,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-691,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-692,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-693,Devuelto,6,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-694,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-695,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-696,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-697,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-698,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-699,Devuelto,7,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entrega Fallida -> Devuelto
PED-700,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-701,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-702,Devuelto,1,Pedido Recibido -> Devuelto
PED-703,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-704,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-705,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-706,Devuelto,6,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-707,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-708,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-709,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-710,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-711,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-712,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-713,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-714,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-715,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-716,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-717,Devuelto,1,Pedido Recibido -> Devuelto
PED-718,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-719,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-720,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-721,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-722,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-723,Devuelto,1,Pedido Recibido -> Devuelto
PED-724,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-725,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-726,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-727,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-728,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-729,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-730,Entregado,8,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-731,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-732,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-733,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-734,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-735,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-736,Devuelto,1,Pedido Recibido -> Devuelto
PED-737,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-738,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-739,Devuelto,1,Pedido Recibido -> Devuelto
PED-740,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-741,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-742,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-743,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-744,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-745,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-746,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-747,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-748,Devuelto,1,Pedido Recibido -> Devuelto
PED-749,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-750,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-751,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-752,Entregado,6,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-753,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-754,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-755,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-756,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-757,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-758,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-759,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-760,Devuelto,1,Pedido Recibido -> Devuelto
PED-761,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-762,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-763,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-764,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-765,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-766,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-767,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-768,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-769,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-770,Entregado,6,Pedido Recibido -> En Preparación -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-771,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-772,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-773,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-774,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-775,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-776,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-777,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-778,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-779,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-780,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-781,Devuelto,1,Pedido Recibido -> Devuelto
PED-782,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-783,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-784,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-785,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-786,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-787,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-788,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-789,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-790,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-791,Devuelto,1,Pedido Recibido -> Devuelto
PED-792,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-793,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-794,Entregado,8,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-795,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-796,Entregado,8,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-797,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-798,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-799,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-800,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-801,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-802,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-803,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-804,Entregado,5,Pedido Recibido -> En Preparación -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-805,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-806,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-807,Devuelto,1,Pedido Recibido -> Devuelto
PED-808,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-809,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-810,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-811,Entregado,6,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> En Reparto -> Entregado
PED-812,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-813,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-814,Devuelto,1,Pedido Recibido -> Devuelto
PED-815,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-816,Entregado,5,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entregado
PED-817,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-818,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-819,Devuelto,1,Pedido Recibido -> Devuelto
PED-820,Devuelto,6,Pedido Recibido -> En Preparación -> En Bodega -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-821,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-822,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-823,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-824,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-825,Devuelto,5,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entrega Fallida -> Devuelto
PED-826,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
PED-827,Entregado,4,Pedido Recibido -> En Preparación -> En Bodega -> En Reparto -> Entregado
